timeStamp,aircraftCode,testNumber,parameterCode,minValue,maxValue,currentValue,Result
2022-06-17T09:13:18.633-03,PRZFV,4,123456,20,40,25.172587995303306,SUCESSO!
2022-06-17T09:13:18.634-03,PRZFV,4,654321,10,120,42.5260757682607,SUCESSO!
2022-06-17T09:13:18.645-03,PRZFV,4,780935,20,50,36.06979535580214,SUCESSO!
2022-06-17T09:13:18.678-03,PRZFV,4,780935,20,50,36.85487475352656,SUCESSO!
2022-06-17T09:13:18.685-03,PRZFV,4,654321,10,120,36.71649399266553,SUCESSO!
2022-06-17T09:13:18.711-03,PRZFV,4,780935,20,50,30.472370514066668,SUCESSO!
2022-06-17T09:13:18.733-03,PRZFV,4,123456,20,40,37.66461157281667,SUCESSO!
2022-06-17T09:13:18.735-03,PRZFV,4,654321,10,120,76.97767293461793,SUCESSO!
2022-06-17T09:13:18.745-03,PRZFV,4,780935,20,50,30.52954273264052,SUCESSO!
2022-06-17T09:13:18.778-03,PRZFV,4,780935,20,50,45.42548769382327,SUCESSO!
2022-06-17T09:13:18.785-03,PRZFV,4,654321,10,120,14.793571046463583,SUCESSO!
2022-06-17T09:13:18.811-03,PRZFV,4,780935,20,50,42.8178453127267,SUCESSO!
2022-06-17T09:13:18.833-03,PRZFV,4,123456,20,40,24.238001187053673,SUCESSO!
2022-06-17T09:13:18.835-03,PRZFV,4,654321,10,120,41.22920795105147,SUCESSO!
2022-06-17T09:13:18.844-03,PRZFV,4,780935,20,50,31.60611368328657,SUCESSO!
2022-06-17T09:13:18.878-03,PRZFV,4,780935,20,50,41.90572586665195,SUCESSO!
2022-06-17T09:13:18.885-03,PRZFV,4,654321,10,120,43.428955259018245,SUCESSO!
2022-06-17T09:13:18.911-03,PRZFV,4,780935,20,50,41.42381111616558,SUCESSO!
2022-06-17T09:13:18.934-03,PRZFV,4,123456,20,40,34.06789154171784,SUCESSO!
2022-06-17T09:13:18.936-03,PRZFV,4,654321,10,120,51.28950334527498,SUCESSO!
2022-06-17T09:13:18.944-03,PRZFV,4,780935,20,50,42.06974365942945,SUCESSO!
2022-06-17T09:13:18.978-03,PRZFV,4,780935,20,50,42.08571863668398,SUCESSO!
2022-06-17T09:13:18.986-03,PRZFV,4,654321,10,120,64.67840240585224,SUCESSO!
2022-06-17T09:13:19.011-03,PRZFV,4,780935,20,50,28.571434297306965,SUCESSO!
2022-06-17T09:13:19.034-03,PRZFV,4,123456,20,40,29.770376603187096,SUCESSO!
2022-06-17T09:13:19.036-03,PRZFV,4,654321,10,120,16.734048037540457,SUCESSO!
2022-06-17T09:13:19.044-03,PRZFV,4,780935,20,50,25.402400153889573,SUCESSO!
2022-06-17T09:13:19.078-03,PRZFV,4,780935,20,50,21.34433906141816,SUCESSO!
2022-06-17T09:13:19.086-03,PRZFV,4,654321,10,120,14.656702018851398,SUCESSO!
2022-06-17T09:13:19.111-03,PRZFV,4,780935,20,50,29.592050340376133,SUCESSO!
2022-06-17T09:13:19.134-03,PRZFV,4,123456,20,40,26.443105207757043,SUCESSO!
2022-06-17T09:13:19.137-03,PRZFV,4,654321,10,120,83.64412780935615,SUCESSO!
2022-06-17T09:13:19.144-03,PRZFV,4,780935,20,50,27.034168607325423,SUCESSO!
2022-06-17T09:13:19.178-03,PRZFV,4,780935,20,50,23.61974900018152,SUCESSO!
2022-06-17T09:13:19.187-03,PRZFV,4,654321,10,120,110.01084060279877,SUCESSO!
2022-06-17T09:13:19.211-03,PRZFV,4,780935,20,50,23.605237660191836,SUCESSO!
2022-06-17T09:13:19.234-03,PRZFV,4,123456,20,40,34.2741239280996,SUCESSO!
2022-06-17T09:13:19.237-03,PRZFV,4,654321,10,120,60.471226599434516,SUCESSO!
2022-06-17T09:13:19.245-03,PRZFV,4,780935,20,50,32.55913220449287,SUCESSO!
2022-06-17T09:13:19.278-03,PRZFV,4,780935,20,50,43.93367912298852,SUCESSO!
2022-06-17T09:13:19.287-03,PRZFV,4,654321,10,120,100.06271328627467,SUCESSO!
2022-06-17T09:13:19.311-03,PRZFV,4,780935,20,50,22.575425043203843,SUCESSO!
2022-06-17T09:13:19.335-03,PRZFV,4,123456,20,40,20.925088068704298,SUCESSO!
2022-06-17T09:13:19.338-03,PRZFV,4,654321,10,120,99.35661801531663,SUCESSO!
2022-06-17T09:13:19.344-03,PRZFV,4,780935,20,50,24.50228677361816,SUCESSO!
2022-06-17T09:13:19.378-03,PRZFV,4,780935,20,50,26.24522785154326,SUCESSO!
2022-06-17T09:13:19.388-03,PRZFV,4,654321,10,120,114.22397084456401,SUCESSO!
2022-06-17T09:13:19.411-03,PRZFV,4,780935,20,50,44.06765804914458,SUCESSO!
2022-06-17T09:13:19.435-03,PRZFV,4,123456,20,40,22.619343417543085,SUCESSO!
2022-06-17T09:13:19.438-03,PRZFV,4,654321,10,120,15.182592065902286,SUCESSO!
2022-06-17T09:13:19.444-03,PRZFV,4,780935,20,50,21.923533817080383,SUCESSO!
2022-06-17T09:13:19.477-03,PRZFV,4,780935,20,50,24.17935325903786,SUCESSO!
2022-06-17T09:13:19.488-03,PRZFV,4,654321,10,120,94.56754860290017,SUCESSO!
2022-06-17T09:13:19.511-03,PRZFV,4,780935,20,50,40.02059600447594,SUCESSO!
2022-06-17T09:13:19.535-03,PRZFV,4,123456,20,40,40.2522410406331,ERRO
2022-06-17T09:13:19.538-03,PRZFV,4,654321,10,120,70.23119531688974,SUCESSO!
2022-06-17T09:13:19.544-03,PRZFV,4,780935,20,50,48.0768702050416,SUCESSO!
2022-06-17T09:13:19.577-03,PRZFV,4,780935,20,50,35.11855526638597,SUCESSO!
2022-06-17T09:13:19.589-03,PRZFV,4,654321,10,120,38.956374467583586,SUCESSO!
2022-06-17T09:13:19.611-03,PRZFV,4,780935,20,50,39.624502236427645,SUCESSO!
2022-06-17T09:13:19.635-03,PRZFV,4,123456,20,40,31.731127473608225,SUCESSO!
2022-06-17T09:13:19.639-03,PRZFV,4,654321,10,120,13.000990631069692,SUCESSO!
2022-06-17T09:13:19.644-03,PRZFV,4,780935,20,50,38.35297621781921,SUCESSO!
2022-06-17T09:13:19.678-03,PRZFV,4,780935,20,50,49.4598213691076,SUCESSO!
2022-06-17T09:13:19.690-03,PRZFV,4,654321,10,120,120.43710323595478,ERRO
2022-06-17T09:13:19.711-03,PRZFV,4,780935,20,50,40.65011405322183,SUCESSO!
2022-06-17T09:13:19.736-03,PRZFV,4,123456,20,40,26.43925113672072,SUCESSO!
2022-06-17T09:13:19.740-03,PRZFV,4,654321,10,120,103.33031862160047,SUCESSO!
2022-06-17T09:13:19.744-03,PRZFV,4,780935,20,50,27.43905365788521,SUCESSO!
2022-06-17T09:13:19.778-03,PRZFV,4,780935,20,50,41.69399600361636,SUCESSO!
2022-06-17T09:13:19.790-03,PRZFV,4,654321,10,120,33.35134883525144,SUCESSO!
2022-06-17T09:13:19.811-03,PRZFV,4,780935,20,50,32.164661934950885,SUCESSO!
2022-06-17T09:13:19.836-03,PRZFV,4,123456,20,40,25.797322173446563,SUCESSO!
2022-06-17T09:13:19.840-03,PRZFV,4,654321,10,120,66.29729138525218,SUCESSO!
2022-06-17T09:13:19.844-03,PRZFV,4,780935,20,50,22.02511669223365,SUCESSO!
2022-06-17T09:13:19.877-03,PRZFV,4,780935,20,50,20.446807315698262,SUCESSO!
2022-06-17T09:13:19.891-03,PRZFV,4,654321,10,120,105.05949014456291,SUCESSO!
2022-06-17T09:13:19.911-03,PRZFV,4,780935,20,50,32.426265279863856,SUCESSO!
2022-06-17T09:13:19.936-03,PRZFV,4,123456,20,40,24.922854766739427,SUCESSO!
2022-06-17T09:13:19.941-03,PRZFV,4,654321,10,120,42.888760369637076,SUCESSO!
2022-06-17T09:13:19.944-03,PRZFV,4,780935,20,50,36.89305624518592,SUCESSO!
2022-06-17T09:13:19.978-03,PRZFV,4,780935,20,50,25.541928394561122,SUCESSO!
2022-06-17T09:13:19.991-03,PRZFV,4,654321,10,120,22.311429967555306,SUCESSO!
2022-06-17T09:13:20.011-03,PRZFV,4,780935,20,50,33.66894262104127,SUCESSO!
2022-06-17T09:13:20.036-03,PRZFV,4,123456,20,40,28.16620665431705,SUCESSO!
2022-06-17T09:13:20.041-03,PRZFV,4,654321,10,120,37.930991145499725,SUCESSO!
2022-06-17T09:13:20.044-03,PRZFV,4,780935,20,50,49.22181390243204,SUCESSO!
2022-06-17T09:13:20.078-03,PRZFV,4,780935,20,50,30.247138207440788,SUCESSO!
2022-06-17T09:13:20.092-03,PRZFV,4,654321,10,120,99.19871061320767,SUCESSO!
2022-06-17T09:13:20.111-03,PRZFV,4,780935,20,50,41.171840156635994,SUCESSO!
2022-06-17T09:13:20.136-03,PRZFV,4,123456,20,40,40.01927800570851,ERRO
2022-06-17T09:13:20.142-03,PRZFV,4,654321,10,120,32.058647225598,SUCESSO!
2022-06-17T09:13:20.144-03,PRZFV,4,780935,20,50,41.85365747344534,SUCESSO!
2022-06-17T09:13:20.177-03,PRZFV,4,780935,20,50,20.78784029389432,SUCESSO!
2022-06-17T09:13:20.192-03,PRZFV,4,654321,10,120,15.535013899239303,SUCESSO!
2022-06-17T09:13:20.211-03,PRZFV,4,780935,20,50,43.4564120012931,SUCESSO!
2022-06-17T09:13:20.237-03,PRZFV,4,123456,20,40,27.397931805037942,SUCESSO!
2022-06-17T09:13:20.243-03,PRZFV,4,654321,10,120,14.222132720253644,SUCESSO!
2022-06-17T09:13:20.245-03,PRZFV,4,780935,20,50,26.118092028945927,SUCESSO!
2022-06-17T09:13:20.278-03,PRZFV,4,780935,20,50,34.57256979067482,SUCESSO!
2022-06-17T09:13:20.293-03,PRZFV,4,654321,10,120,25.104253646030486,SUCESSO!
2022-06-17T09:13:20.312-03,PRZFV,4,780935,20,50,41.73539974487514,SUCESSO!
2022-06-17T09:13:20.337-03,PRZFV,4,123456,20,40,21.330153873800512,SUCESSO!
2022-06-17T09:13:20.343-03,PRZFV,4,654321,10,120,106.62943965215801,SUCESSO!
2022-06-17T09:13:20.345-03,PRZFV,4,780935,20,50,26.43662519972679,SUCESSO!
2022-06-17T09:13:20.378-03,PRZFV,4,780935,20,50,38.5620476701649,SUCESSO!
2022-06-17T09:13:20.394-03,PRZFV,4,654321,10,120,118.49234994248357,SUCESSO!
2022-06-17T09:13:20.411-03,PRZFV,4,780935,20,50,43.87822826733678,SUCESSO!
2022-06-17T09:13:20.437-03,PRZFV,4,123456,20,40,32.835496396205784,SUCESSO!
2022-06-17T09:13:20.445-03,PRZFV,4,780935,20,50,37.20070368790837,SUCESSO!
2022-06-17T09:13:20.445-03,PRZFV,4,654321,10,120,26.721687473451865,SUCESSO!
2022-06-17T09:13:20.478-03,PRZFV,4,780935,20,50,37.95712700252437,SUCESSO!
2022-06-17T09:13:20.495-03,PRZFV,4,654321,10,120,29.950436497142256,SUCESSO!
2022-06-17T09:13:20.512-03,PRZFV,4,780935,20,50,28.92985018401078,SUCESSO!
2022-06-17T09:13:20.537-03,PRZFV,4,123456,20,40,25.804226840954943,SUCESSO!
2022-06-17T09:13:20.545-03,PRZFV,4,780935,20,50,21.558776200156686,SUCESSO!
2022-06-17T09:13:20.546-03,PRZFV,4,654321,10,120,32.85275453982874,SUCESSO!
2022-06-17T09:13:20.578-03,PRZFV,4,780935,20,50,37.077118810925,SUCESSO!
2022-06-17T09:13:20.596-03,PRZFV,4,654321,10,120,89.18196556196199,SUCESSO!
2022-06-17T09:13:20.611-03,PRZFV,4,780935,20,50,35.92712395198875,SUCESSO!
2022-06-17T09:13:20.638-03,PRZFV,4,123456,20,40,37.37860257357619,SUCESSO!
2022-06-17T09:13:20.645-03,PRZFV,4,780935,20,50,36.22101200866844,SUCESSO!
2022-06-17T09:13:20.646-03,PRZFV,4,654321,10,120,111.49517712418533,SUCESSO!
2022-06-17T09:13:20.678-03,PRZFV,4,780935,20,50,40.02688375837427,SUCESSO!
2022-06-17T09:13:20.696-03,PRZFV,4,654321,10,120,117.67696937757826,SUCESSO!
2022-06-17T09:13:20.711-03,PRZFV,4,780935,20,50,19.978750489621998,ERRO
2022-06-17T09:13:20.738-03,PRZFV,4,123456,20,40,25.040759576817887,SUCESSO!
2022-06-17T09:13:20.745-03,PRZFV,4,780935,20,50,46.45450503511495,SUCESSO!
2022-06-17T09:13:20.747-03,PRZFV,4,654321,10,120,16.416198887538883,SUCESSO!
2022-06-17T09:13:20.778-03,PRZFV,4,780935,20,50,28.832846470802348,SUCESSO!
2022-06-17T09:13:20.797-03,PRZFV,4,654321,10,120,13.24534012072125,SUCESSO!
2022-06-17T09:13:20.812-03,PRZFV,4,780935,20,50,46.84051858099597,SUCESSO!
2022-06-17T09:13:20.838-03,PRZFV,4,123456,20,40,39.829808384273925,SUCESSO!
2022-06-17T09:13:20.845-03,PRZFV,4,780935,20,50,25.95366638777491,SUCESSO!
2022-06-17T09:13:20.847-03,PRZFV,4,654321,10,120,67.85005282854144,SUCESSO!
2022-06-17T09:13:20.878-03,PRZFV,4,780935,20,50,43.383543482101985,SUCESSO!
2022-06-17T09:13:20.897-03,PRZFV,4,654321,10,120,47.10322812878745,SUCESSO!
2022-06-17T09:13:20.911-03,PRZFV,4,780935,20,50,30.99152427641176,SUCESSO!
2022-06-17T09:13:20.938-03,PRZFV,4,123456,20,40,24.66488009519942,SUCESSO!
2022-06-17T09:13:20.945-03,PRZFV,4,780935,20,50,45.572950154577484,SUCESSO!
2022-06-17T09:13:20.948-03,PRZFV,4,654321,10,120,46.35258875890954,SUCESSO!
2022-06-17T09:13:20.978-03,PRZFV,4,780935,20,50,37.29634124369349,SUCESSO!
2022-06-17T09:13:20.998-03,PRZFV,4,654321,10,120,32.0076154655064,SUCESSO!
2022-06-17T09:13:21.011-03,PRZFV,4,780935,20,50,48.87979293397776,SUCESSO!
2022-06-17T09:13:21.039-03,PRZFV,4,123456,20,40,36.48686635468465,SUCESSO!
2022-06-17T09:13:21.044-03,PRZFV,4,780935,20,50,22.761758292291884,SUCESSO!
2022-06-17T09:13:21.048-03,PRZFV,4,654321,10,120,105.4311503761024,SUCESSO!
2022-06-17T09:13:21.078-03,PRZFV,4,780935,20,50,26.628574118747817,SUCESSO!
2022-06-17T09:13:21.098-03,PRZFV,4,654321,10,120,47.792591739809424,SUCESSO!
2022-06-17T09:13:21.111-03,PRZFV,4,780935,20,50,23.374853736658373,SUCESSO!
2022-06-17T09:13:21.139-03,PRZFV,4,123456,20,40,24.144617327489733,SUCESSO!
2022-06-17T09:13:21.145-03,PRZFV,4,780935,20,50,42.501891493814966,SUCESSO!
2022-06-17T09:13:21.149-03,PRZFV,4,654321,10,120,68.04137656721181,SUCESSO!
2022-06-17T09:13:21.178-03,PRZFV,4,780935,20,50,29.352727018960024,SUCESSO!
2022-06-17T09:13:21.199-03,PRZFV,4,654321,10,120,73.65516426651045,SUCESSO!
2022-06-17T09:13:21.211-03,PRZFV,4,780935,20,50,32.939720420176826,SUCESSO!
2022-06-17T09:13:21.240-03,PRZFV,4,123456,20,40,27.27457106766062,SUCESSO!
2022-06-17T09:13:21.245-03,PRZFV,4,780935,20,50,38.38862059585219,SUCESSO!
2022-06-17T09:13:21.249-03,PRZFV,4,654321,10,120,56.680553035121044,SUCESSO!
2022-06-17T09:13:21.278-03,PRZFV,4,780935,20,50,47.88073189929157,SUCESSO!
2022-06-17T09:13:21.299-03,PRZFV,4,654321,10,120,51.450429633841715,SUCESSO!
2022-06-17T09:13:21.311-03,PRZFV,4,780935,20,50,47.96783430660277,SUCESSO!
2022-06-17T09:13:21.340-03,PRZFV,4,123456,20,40,24.105475459212705,SUCESSO!
2022-06-17T09:13:21.345-03,PRZFV,4,780935,20,50,27.177570429405673,SUCESSO!
2022-06-17T09:13:21.350-03,PRZFV,4,654321,10,120,100.55763697664236,SUCESSO!
2022-06-17T09:13:21.378-03,PRZFV,4,780935,20,50,38.907156792619915,SUCESSO!
2022-06-17T09:13:21.400-03,PRZFV,4,654321,10,120,78.75707815697952,SUCESSO!
2022-06-17T09:13:21.412-03,PRZFV,4,780935,20,50,29.116609587195875,SUCESSO!
2022-06-17T09:13:21.440-03,PRZFV,4,123456,20,40,38.33752238214605,SUCESSO!
2022-06-17T09:13:21.445-03,PRZFV,4,780935,20,50,37.060247246616,SUCESSO!
2022-06-17T09:13:21.450-03,PRZFV,4,654321,10,120,115.90826395725112,SUCESSO!
2022-06-17T09:13:21.478-03,PRZFV,4,780935,20,50,44.767604257545344,SUCESSO!
2022-06-17T09:13:21.501-03,PRZFV,4,654321,10,120,105.2495235464093,SUCESSO!
2022-06-17T09:13:21.512-03,PRZFV,4,780935,20,50,41.20937107982469,SUCESSO!
2022-06-17T09:13:21.541-03,PRZFV,4,123456,20,40,20.754283088081564,SUCESSO!
2022-06-17T09:13:21.545-03,PRZFV,4,780935,20,50,43.30446466475572,SUCESSO!
2022-06-17T09:13:21.551-03,PRZFV,4,654321,10,120,66.75063534720725,SUCESSO!
2022-06-17T09:13:21.578-03,PRZFV,4,780935,20,50,25.95489283736138,SUCESSO!
2022-06-17T09:13:21.601-03,PRZFV,4,654321,10,120,60.186902939245876,SUCESSO!
2022-06-17T09:13:21.612-03,PRZFV,4,780935,20,50,32.21673943812712,SUCESSO!
2022-06-17T09:13:21.641-03,PRZFV,4,123456,20,40,40.29225612901422,ERRO
2022-06-17T09:13:21.645-03,PRZFV,4,780935,20,50,20.546326568352374,SUCESSO!
2022-06-17T09:13:21.651-03,PRZFV,4,654321,10,120,112.64834580929853,SUCESSO!
2022-06-17T09:13:21.678-03,PRZFV,4,780935,20,50,22.806214376460254,SUCESSO!
2022-06-17T09:13:21.702-03,PRZFV,4,654321,10,120,61.59012104420877,SUCESSO!
2022-06-17T09:13:21.712-03,PRZFV,4,780935,20,50,44.980694493790075,SUCESSO!
2022-06-17T09:13:21.741-03,PRZFV,4,123456,20,40,39.59489837595128,SUCESSO!
2022-06-17T09:13:21.745-03,PRZFV,4,780935,20,50,50.33534896264253,ERRO
2022-06-17T09:13:21.752-03,PRZFV,4,654321,10,120,39.28872650220852,SUCESSO!
2022-06-17T09:13:21.778-03,PRZFV,4,780935,20,50,47.6882041088904,SUCESSO!
2022-06-17T09:13:21.802-03,PRZFV,4,654321,10,120,54.10343148000107,SUCESSO!
2022-06-17T09:13:21.812-03,PRZFV,4,780935,20,50,21.807454718952147,SUCESSO!
2022-06-17T09:13:21.842-03,PRZFV,4,123456,20,40,36.200570275582045,SUCESSO!
2022-06-17T09:13:21.845-03,PRZFV,4,780935,20,50,40.62432010945727,SUCESSO!
2022-06-17T09:13:21.852-03,PRZFV,4,654321,10,120,63.381485463354124,SUCESSO!
2022-06-17T09:13:21.878-03,PRZFV,4,780935,20,50,39.9728374157453,SUCESSO!
2022-06-17T09:13:21.903-03,PRZFV,4,654321,10,120,111.81828639198156,SUCESSO!
2022-06-17T09:13:21.911-03,PRZFV,4,780935,20,50,49.58835394306985,SUCESSO!
2022-06-17T09:13:21.942-03,PRZFV,4,123456,20,40,35.121094319664635,SUCESSO!
2022-06-17T09:13:21.945-03,PRZFV,4,780935,20,50,46.12341701383434,SUCESSO!
2022-06-17T09:13:21.953-03,PRZFV,4,654321,10,120,39.990367703962264,SUCESSO!
2022-06-17T09:13:21.978-03,PRZFV,4,780935,20,50,29.46854889706941,SUCESSO!
2022-06-17T09:13:22.003-03,PRZFV,4,654321,10,120,43.104905534531134,SUCESSO!
2022-06-17T09:13:22.011-03,PRZFV,4,780935,20,50,28.980255854177777,SUCESSO!
2022-06-17T09:13:22.042-03,PRZFV,4,123456,20,40,30.1597597169976,SUCESSO!
2022-06-17T09:13:22.045-03,PRZFV,4,780935,20,50,29.203878851623365,SUCESSO!
2022-06-17T09:13:22.053-03,PRZFV,4,654321,10,120,23.389460290284617,SUCESSO!
2022-06-17T09:13:22.078-03,PRZFV,4,780935,20,50,48.056105003285694,SUCESSO!
2022-06-17T09:13:22.104-03,PRZFV,4,654321,10,120,112.5458722444143,SUCESSO!
2022-06-17T09:13:22.111-03,PRZFV,4,780935,20,50,29.014619654437645,SUCESSO!
2022-06-17T09:13:22.143-03,PRZFV,4,123456,20,40,35.24549020624506,SUCESSO!
2022-06-17T09:13:22.145-03,PRZFV,4,780935,20,50,25.567636030701216,SUCESSO!
2022-06-17T09:13:22.154-03,PRZFV,4,654321,10,120,28.071898778660653,SUCESSO!
2022-06-17T09:13:22.178-03,PRZFV,4,780935,20,50,27.753098100515377,SUCESSO!
2022-06-17T09:13:22.204-03,PRZFV,4,654321,10,120,44.0796568836819,SUCESSO!
2022-06-17T09:13:22.211-03,PRZFV,4,780935,20,50,28.950903796718862,SUCESSO!
2022-06-17T09:13:22.243-03,PRZFV,4,123456,20,40,23.390887166650387,SUCESSO!
2022-06-17T09:13:22.245-03,PRZFV,4,780935,20,50,24.008504646096966,SUCESSO!
2022-06-17T09:13:22.254-03,PRZFV,4,654321,10,120,110.06955733197131,SUCESSO!
2022-06-17T09:13:22.278-03,PRZFV,4,780935,20,50,35.037310229082905,SUCESSO!
2022-06-17T09:13:22.305-03,PRZFV,4,654321,10,120,79.23818135261561,SUCESSO!
2022-06-17T09:13:22.311-03,PRZFV,4,780935,20,50,25.56555305224772,SUCESSO!
2022-06-17T09:13:22.343-03,PRZFV,4,123456,20,40,22.77847155488965,SUCESSO!
2022-06-17T09:13:22.345-03,PRZFV,4,780935,20,50,29.75673388907319,SUCESSO!
2022-06-17T09:13:22.355-03,PRZFV,4,654321,10,120,44.38205632144294,SUCESSO!
2022-06-17T09:13:22.378-03,PRZFV,4,780935,20,50,50.396057024677,ERRO
2022-06-17T09:13:22.405-03,PRZFV,4,654321,10,120,83.83810217847093,SUCESSO!
2022-06-17T09:13:22.411-03,PRZFV,4,780935,20,50,49.047420038596954,SUCESSO!
2022-06-17T09:13:22.444-03,PRZFV,4,123456,20,40,31.57112653982054,SUCESSO!
2022-06-17T09:13:22.444-03,PRZFV,4,780935,20,50,39.589857801835855,SUCESSO!
2022-06-17T09:13:22.455-03,PRZFV,4,654321,10,120,81.37771195835815,SUCESSO!
2022-06-17T09:13:22.478-03,PRZFV,4,780935,20,50,42.958932744380306,SUCESSO!
2022-06-17T09:13:22.506-03,PRZFV,4,654321,10,120,108.96126590965652,SUCESSO!
2022-06-17T09:13:22.511-03,PRZFV,4,780935,20,50,50.22130728526372,ERRO
2022-06-17T09:13:22.544-03,PRZFV,4,780935,20,50,37.19214840083746,SUCESSO!
2022-06-17T09:13:22.544-03,PRZFV,4,123456,20,40,36.64025162299242,SUCESSO!
2022-06-17T09:13:22.556-03,PRZFV,4,654321,10,120,91.86037731402355,SUCESSO!
2022-06-17T09:13:22.578-03,PRZFV,4,780935,20,50,40.068758991224826,SUCESSO!
2022-06-17T09:13:22.606-03,PRZFV,4,654321,10,120,70.92584599063042,SUCESSO!
2022-06-17T09:13:22.611-03,PRZFV,4,780935,20,50,25.82859242626005,SUCESSO!
2022-06-17T09:13:22.645-03,PRZFV,4,123456,20,40,34.925401913320535,SUCESSO!
2022-06-17T09:13:22.645-03,PRZFV,4,780935,20,50,35.35594864448601,SUCESSO!
2022-06-17T09:13:22.657-03,PRZFV,4,654321,10,120,41.78801342379005,SUCESSO!
2022-06-17T09:13:22.678-03,PRZFV,4,780935,20,50,29.476905845051114,SUCESSO!
2022-06-17T09:13:22.707-03,PRZFV,4,654321,10,120,34.20979678099941,SUCESSO!
2022-06-17T09:13:22.712-03,PRZFV,4,780935,20,50,32.769194986156045,SUCESSO!
2022-06-17T09:13:22.745-03,PRZFV,4,780935,20,50,20.11593316735831,SUCESSO!
2022-06-17T09:13:22.745-03,PRZFV,4,123456,20,40,25.57709398393252,SUCESSO!
2022-06-17T09:13:22.757-03,PRZFV,4,654321,10,120,117.7520967299619,SUCESSO!
2022-06-17T09:13:22.778-03,PRZFV,4,780935,20,50,41.70612666084378,SUCESSO!
2022-06-17T09:13:22.808-03,PRZFV,4,654321,10,120,55.58579436478907,SUCESSO!
2022-06-17T09:13:22.812-03,PRZFV,4,780935,20,50,38.917781374365944,SUCESSO!
2022-06-17T09:13:22.845-03,PRZFV,4,780935,20,50,34.867897896056476,SUCESSO!
2022-06-17T09:13:22.845-03,PRZFV,4,123456,20,40,37.937697710211694,SUCESSO!
2022-06-17T09:13:22.858-03,PRZFV,4,654321,10,120,30.153141660346698,SUCESSO!
2022-06-17T09:13:22.878-03,PRZFV,4,780935,20,50,40.60858684212095,SUCESSO!
2022-06-17T09:13:22.908-03,PRZFV,4,654321,10,120,68.06860859833915,SUCESSO!
2022-06-17T09:13:22.912-03,PRZFV,4,780935,20,50,42.48514053843027,SUCESSO!
2022-06-17T09:13:22.945-03,PRZFV,4,780935,20,50,33.30500352628529,SUCESSO!
2022-06-17T09:13:22.946-03,PRZFV,4,123456,20,40,25.7855803856911,SUCESSO!
2022-06-17T09:13:22.959-03,PRZFV,4,654321,10,120,83.23565476693965,SUCESSO!
2022-06-17T09:13:22.978-03,PRZFV,4,780935,20,50,45.340308411943084,SUCESSO!
2022-06-17T09:13:23.009-03,PRZFV,4,654321,10,120,48.2583530561121,SUCESSO!
2022-06-17T09:13:23.011-03,PRZFV,4,780935,20,50,20.278272493861813,SUCESSO!
2022-06-17T09:13:23.045-03,PRZFV,4,780935,20,50,24.66752892345373,SUCESSO!
2022-06-17T09:13:23.046-03,PRZFV,4,123456,20,40,20.532092656901376,SUCESSO!
2022-06-17T09:13:23.059-03,PRZFV,4,654321,10,120,109.0254699473101,SUCESSO!
2022-06-17T09:13:23.078-03,PRZFV,4,780935,20,50,42.64000168757748,SUCESSO!
2022-06-17T09:13:23.110-03,PRZFV,4,654321,10,120,15.996248567004084,SUCESSO!
2022-06-17T09:13:23.111-03,PRZFV,4,780935,20,50,31.58205812076214,SUCESSO!
2022-06-17T09:13:23.145-03,PRZFV,4,780935,20,50,35.251380904377655,SUCESSO!
2022-06-17T09:13:23.146-03,PRZFV,4,123456,20,40,37.724923052183996,SUCESSO!
2022-06-17T09:13:23.160-03,PRZFV,4,654321,10,120,119.27063491117583,SUCESSO!
2022-06-17T09:13:23.178-03,PRZFV,4,780935,20,50,31.751224163892978,SUCESSO!
2022-06-17T09:13:23.211-03,PRZFV,4,654321,10,120,114.88306188247928,SUCESSO!
2022-06-17T09:13:23.211-03,PRZFV,4,780935,20,50,29.484842718909206,SUCESSO!
2022-06-17T09:13:23.244-03,PRZFV,4,780935,20,50,37.008240985184074,SUCESSO!
2022-06-17T09:13:23.246-03,PRZFV,4,123456,20,40,30.823180517980454,SUCESSO!
2022-06-17T09:13:23.261-03,PRZFV,4,654321,10,120,99.5517181231677,SUCESSO!
2022-06-17T09:13:23.278-03,PRZFV,4,780935,20,50,32.96036022138088,SUCESSO!
2022-06-17T09:13:23.311-03,PRZFV,4,780935,20,50,28.750075885229194,SUCESSO!
2022-06-17T09:13:23.311-03,PRZFV,4,654321,10,120,102.45720479708021,SUCESSO!
2022-06-17T09:13:23.344-03,PRZFV,4,780935,20,50,41.95138999974027,SUCESSO!
2022-06-17T09:13:23.346-03,PRZFV,4,123456,20,40,27.036803627616415,SUCESSO!
2022-06-17T09:13:23.362-03,PRZFV,4,654321,10,120,60.653679963939034,SUCESSO!
2022-06-17T09:13:23.378-03,PRZFV,4,780935,20,50,22.725946973022133,SUCESSO!
2022-06-17T09:13:23.411-03,PRZFV,4,780935,20,50,35.56354967527376,SUCESSO!
2022-06-17T09:13:23.412-03,PRZFV,4,654321,10,120,96.99251697613705,SUCESSO!
2022-06-17T09:13:23.445-03,PRZFV,4,780935,20,50,44.01903440195397,SUCESSO!
2022-06-17T09:13:23.447-03,PRZFV,4,123456,20,40,25.557429739558074,SUCESSO!
2022-06-17T09:13:23.463-03,PRZFV,4,654321,10,120,86.08543777802728,SUCESSO!
